Tutorial Group,Group,Student ID,School,Name,Gender,CGPA
G-10,7,2631,CCDS,Kiara Lin,Female,4.06
G-10,2,3499,CCDS,Kira Yamada,Female,4.26
G-10,4,435,WKW SCI,Kiran Farooq,Female,4.15
G-10,2,4020,CoB (NBS),Leo Xu,Male,4.12
G-10,7,3732,CCDS,Liam Jones,Male,4.2
G-10,5,3111,CEE,Marco Garcia,Male,4.04
G-10,7,3843,EEE,Mia Zhang,Female,4.18
G-10,5,3395,CoB (NBS),Michael Miller,Male,3.95
G-10,2,1468,MAE,Ming Wei,Male,4.19
G-10,1,171,CCEB,Nina Bennett,Female,4.08
G-10,6,5420,NIE,Nina Patil,Female,4.1
G-10,7,1139,SPMS,Nurul Aini Binti Ahmad,Female,4.2
G-10,8,4588,CoB (NBS),Paula Wong,Female,4.06
G-10,10,3364,MAE,Rhea Kapoor,Female,4.0
G-10,10,3189,CCEB,Rhea Lee,Female,4.07
G-10,9,5695,WKW SCI,Rhys Tan,Male,4.06
G-10,10,4108,MAE,Rizan Bin Ahmad,Male,4.11
G-10,1,4308,MAE,Sho Nakajima,Male,4.27
G-10,1,2405,ASE,Soo-Young Kim,Female,3.88
G-10,3,5856,MAE,Sophie Cheung,Female,4.2
G-10,10,2515,CoE,Tanya Lee,Female,4.04
G-10,3,516,ADM,Tao Liu,Male,4.05
G-10,3,16,EEE,Tatum Flores,Female,4.2
G-10,9,2857,SoH,Tianming,Female,4.2
G-10,9,2863,MAE,Will Chen,Male,4.23
G-10,9,2255,CoE,Xander Cook,Male,4.1
G-10,4,3903,CoE,Xiao Chen,Male,3.86
G-10,4,5121,MSE,Ximena Fernandez,Female,4.12
G-10,4,4077,SoH,Yasir Ahmad,Male,4.52
G-10,8,3963,SSS,Yasmine Villanueva,Female,4.02
G-10,8,4477,SPMS,Yuzhi,Male,4.25
G-10,8,3388,EEE,Zaki Bin Ibrahim,Male,4.0
G-100,1,4043,CCDS,Adrian King,Male,4.12
G-100,9,3242,WKW SCI,Aiden Brown,Male,3.9
G-100,6,2603,CoE,Ali Rehman,Male,4.14
G-100,7,3280,CoB (NBS),Alina Malik,Female,4.19
G-100,2,701,CoB (NBS),Ameer Bin Rahman,Male,4.2
G-100,1,5269,MSE,Anjali Nair,Female,4.27
G-100,8,424,CEE,Ashok Nair,Male,4.52
G-100,4,2468,EEE,Bella Perry,Female,3.9
G-100,3,5743,EEE,Bradley Huang,Male,4.01
G-100,10,2017,CoE,Caiyun,Male,3.91
G-100,2,4425,ASE,Carla Wang,Female,4.12
G-100,5,4888,NIE,Carter Moore,Male,4.1
G-100,10,2000,NIE,Danty Susanto,Male,4.05
G-100,5,1683,SSS,Diya Nair,Female,4.11
G-100,10,491,CoB (NBS),Fangling,Female,4.05
G-100,5,1145,CCEB,Fay Tan,Female,4.09
G-100,5,5945,CoB (NBS),Fergus Mendoza,Male,4.11
G-100,10,2346,EEE,Fiona Clark,Female,4.15
G-100,8,2089,CoB (NBS),Han Zhang,Male,4.02
G-100,3,4283,ADM,Hassan Farooq,Female,4.1
G-100,4,861,MSE,Hua Zhang,Male,4.17
G-100,8,438,MAE,Iris Rivera,Female,3.95
G-100,8,2009,CCDS,Isabella Thomas,Female,3.9
G-100,5,4743,SPMS,Jack Foster,Male,4.05
G-100,1,4857,EEE,Jordan Chen,Male,4.06
G-100,1,745,CEE,Khalid Rahman,Male,4.1
G-100,1,1547,CCEB,Margaret Li,Female,4.2
G-100,4,2332,CoB (NBS),Maya Ong,Female,4.14
G-100,2,347,EEE,Meera Menon,Female,3.92
G-100,6,1176,CCDS,Mia Hall,Female,3.95
G-100,6,967,SBS,Mia Phillips,Female,4.17
G-100,9,370,EEE,Mia Wong,Female,4.03
G-100,3,4268,CCEB,Nadia Binti Azhar,Female,4.15
G-100,7,4061,CCEB,Naina Gupta,Female,4.2
G-100,7,5534,SSS,Neelam Bhatia,Female,4.05
G-100,7,5953,SBS,Orlando Wu,Male,4.01
G-100,7,2698,CCDS,Owen Hill,Male,4.03
G-100,6,5791,EEE,Peter Choi,Male,4.19
G-100,8,1875,SoH,Rachel Lee,Female,4.11
G-100,9,3137,LKCMedicine,Raquel Huang,Female,4.18
G-100,6,412,MAE,Seema Kapoor,Female,4.19
G-100,9,2097,CoB (NBS),Siti Maryam,Female,4.03
G-100,4,731,WKW SCI,Tae-Soo Kim,Male,4.05
G-100,4,1795,SSS,Tao Wang,Female,4.12
G-100,9,4274,EEE,Tommy Wu,Male,4.03
G-100,10,2040,SoH,Wesley Turner,Male,4.17
G-100,2,356,CoE,Yasir Qureshi,Male,4.08
G-100,2,111,SPMS,Ying Liu,Female,4.03
G-100,3,1824,MAE,Yuanqing,Female,4.25
G-100,3,5800,CoB (NBS),Yumi Nishikawa,Female,4.14
G-101,1,3886,ADM,Ajay Iyer,Male,4.2
G-101,9,746,MAE,Alani Lin,Female,4.03
G-101,1,5210,CoE,Amaya Sharma,Female,4.15
G-101,6,2425,SPMS,Asher Nelson,Male,4.21
G-101,7,1545,SPMS,Carter Thompson,Male,4.03
G-101,4,621,CCDS,Christopher Cox,Male,4.12
G-101,3,23,CCEB,Daphne Tan,Female,4.26
G-101,2,3088,MSE,Eli Cruz,Male,4.11
G-101,3,849,SSS,Ethan Taylor,Male,4.15
G-101,5,4173,SBS,Evelyn Cheung,Female,4.48
G-101,10,4167,SPMS,Farhan Bin Azhar,Male,4.2
G-101,8,5015,ASE,Fatima Bhatia,Female,4.19
G-101,4,615,SPMS,Gia Tsai,Female,3.89
G-101,2,5809,CoE,Hannah Smith,Female,4.11
G-101,5,4526,CCDS,Hope Chen,Female,4.04
G-101,4,5741,SBS,Isla Young,Female,4.17
G-101,5,1293,CCEB,Jasper Wang,Male,4.08
G-101,5,4896,EEE,Jaxon Lewis,Male,4.12
G-101,4,410,CoB (NBS),Jin Yang Tan,Male,3.95
G-101,5,762,CoE,Kate Tan,Female,4.03
G-101,4,4393,EEE,Kevin Brown,Male,4.18
G-101,6,1839,LKCMedicine,Kexin,Female,4.0
G-101,9,5191,CCEB,Khayla Rahayu,Female,4.15
G-101,9,1353,MAE,Kieran Harris,Male,3.91
G-101,7,1346,SSS,Lola Tan,Female,4.2
G-101,9,5468,CCDS,Lucas Chen,Male,4.12
G-101,3,3382,CoB (NBS),Madiha Ali,Female,3.9
G-101,8,4346,SBS,Manish Singh,Male,4.1
G-101,3,3593,MAE,Minghao,Male,4.15
G-101,3,2828,NIE,Nguyen Hoang Long,Male,4.05
G-101,1,1235,CCDS,Nguyen Thi Binh,Female,4.21
G-101,1,5633,CCEB,Ning Li,Female,4.09
G-101,1,5987,MAE,Owen Nugroho,Male,4.15
G-101,8,665,SPMS,Qi Chen,Male,4.04
G-101,8,5291,CoB (NBS),Rachel Choi,Female,4.12
G-101,9,35,SoH,Riley Lim,Male,4.48
G-101,8,2986,CCDS,Rishi Tan,Male,4.08
G-101,6,2349,EEE,Sandeep Rao,Male,4.14
G-101,6,757,CCEB,Savannah Torres,Female,4.2
G-101,10,2852,NIE,Shayla Wang,Female,4.01
G-101,6,4045,MAE,Sofia Reddy,Female,4.09
G-101,10,2337,CoB (NBS),Sophia Jones,Female,4.18
G-101,10,5461,CoB (NBS),Suraj Mishra,Male,4.08
G-101,10,456,MAE,Wani Binti Jalil,Female,4.0
G-101,2,4928,SPMS,Weijun,Male,3.85
G-101,2,696,NIE,Wyatt Price,Male,3.95
G-101,2,437,CoE,Xiao Ming,Male,4.17
G-101,7,3546,SoH,Ying Wong,Female,3.88
G-101,7,2753,MAE,Zadie Harris,Female,4.52
G-101,7,715,ASE,Zoe King,Female,3.88
G-102,3,783,CCDS,Ajay Bhatt,Male,4.22
G-102,9,3592,EEE,Alina Awan,Female,4.1
G-102,2,5928,SSS,Anjali Kumar,Female,3.95
G-102,5,5144,CCEB,Aria Murphy,Female,4.2
G-102,4,3439,SBS,Asher Clark,Male,4.03
G-102,1,5888,CEE,Bradley Yang,Male,4.09
G-102,2,2315,SPMS,Cheng Fang Tan,Male,4.05
G-102,7,2373,NIE,Elisha Wu,Male,4.23
G-102,1,2595,CoE,Fariha Noor,Female,4.14
G-102,6,3820,SSS,Felix Wong,Male,4.14
G-102,10,2079,CoB (NBS),Gina Lau,Female,4.15
G-102,8,818,SSS,Hansel Bautista,Male,4.06
G-102,10,2376,MSE,Hao Yang Tan,Male,4.3
G-102,10,3692,EEE,Harsh Kumar,Male,4.05
G-102,10,2403,MAE,Henry Tan,Male,4.12
G-102,2,337,CoB (NBS),Kanwal Bukhari,Female,4.16
G-102,4,3413,SSS,Kiran Shah,Female,4.12
G-102,9,5447,CCDS,Lan Nguyen,Female,4.15
G-102,3,902,MSE,Layla Cooper,Female,4.03
G-102,2,2221,EEE,Levi Huang,Male,4.04
G-102,4,2192,SPMS,Liu Fang,Female,4.03
G-102,4,2246,SoH,Luca Torres,Male,4.12
G-102,4,39,EEE,Lyric Tan,Female,4.04
G-102,2,5690,CCEB,Maharani Sari,Female,4.3
G-102,7,448,SSS,Margarita Sokolova,Female,4.03
G-102,5,103,CoE,Maximus Wright,Male,4.05
G-102,8,3043,CoE,Maya Sari,Female,4.15
G-102,6,3957,CEE,Megan Walker,Female,4.06
G-102,5,4862,CCDS,Melati Ahmad,Female,3.88
G-102,8,5578,CCDS,Minh Tran,Male,4.03
G-102,7,5147,SoH,Min-Ji Park,Female,4.03
G-102,8,3717,EEE,Nafisa Ali,Female,3.95
G-102,3,613,SBS,Nina Phillips,Female,4.11
G-102,8,2720,WKW SCI,Nira Gupta,Female,4.12
G-102,1,714,CoB (NBS),Nisha Gupta,Female,4.21
G-102,5,4404,MAE,Omar Farooq,Male,4.2
G-102,1,1688,MSE,Pranata Santoso,Male,3.95
G-102,9,956,SBS,Raj Tan,Male,4.17
G-102,9,4386,WKW SCI,Riku Takeda,Male,4.01
G-102,9,3168,MAE,Sakshi Iyer,Female,3.94
G-102,5,828,SSS,Sakshi Singh,Female,4.14
G-102,1,2560,SBS,Simran Singh,Female,4.03
G-102,6,1634,CCDS,Sofia Hernandez,Female,4.26
G-102,10,5023,LKCMedicine,Svetlana Chernyshova,Female,4.06
G-102,6,1768,SoH,Travis Lim,Male,4.0
G-102,7,5913,MAE,Ulysses Salazar,Male,4.2
G-102,3,2013,NIE,Wyatt Thompson,Male,4.09
G-102,6,1362,MAE,Yong Hui,Male,4.21
G-102,7,3909,CCEB,Zara Lim,Female,4.1
G-102,3,4379,MAE,Zoe Martinez,Female,4.21
G-103,6,18,CEE,Alan Chan,Male,4.0
G-103,3,1495,CCDS,Amira Tan,Female,4.15
G-103,10,5493,CCEB,Amna Bukhari,Female,4.11
G-103,5,5627,SSS,Anjali Singh,Female,4.16
G-103,2,4132,EEE,Aria Martinez,Female,4.18
G-103,4,3554,CCDS,Asha Mehta,Female,4.52
G-103,1,5483,MAE,Camila Li,Female,4.27
G-103,8,4842,SoH,Carmen Ong,Female,4.09
G-103,9,397,CoB (NBS),Chong Wang,Male,4.25
G-103,7,1618,CEE,Dallas Huang,Male,4.09
G-103,10,2165,CoE,David Young,Male,4.19
G-103,6,5040,ASE,Dev Sharma,Male,4.26
G-103,4,4616,ASE,Eli Tan,Male,3.88
G-103,4,3251,EEE,Emily Scott,Female,4.07
G-103,1,4224,SoH,Ethan White,Male,4.11
G-103,4,2559,CEE,Everett Harris,Male,4.14
G-103,2,2099,CCDS,Fahim Hussein,Male,4.03
G-103,6,2602,CCDS,Fatima Baig,Female,4.25
G-103,6,4051,MAE,Fatima Malik,Female,4.18
G-103,3,1613,SBS,Graham Jackson,Male,3.97
G-103,9,4964,CCDS,Hannah Sanders,Female,4.2
G-103,4,3497,NIE,Hikaru Sato,Male,4.14
G-103,5,4678,SPMS,Irfan Bin Hassan,Male,4.0
G-103,9,1553,EEE,Isaac Thompson,Male,4.03
G-103,9,2679,SSS,Khalil Bin Ismail,Male,4.09
G-103,3,4612,MAE,Kylie Chen,Female,4.15
G-103,1,5970,SBS,Layla Fisher,Female,4.01
G-103,1,1551,CCEB,Maggie Kwan,Female,3.91
G-103,3,1911,CEE,Mansoor Qureshi,Male,4.12
G-103,1,1202,SSS,Maya Gonzales,Female,4.22
G-103,3,835,SoH,Maya Wilson,Female,4.13
G-103,6,952,MSE,Nadia Binti Zulkifli,Female,3.87
G-103,7,1879,MSE,Naim Bin Hashim,Male,4.2
G-103,7,1292,SoH,Queenie Lee,Female,4.06
G-103,10,925,MSE,Saad Malik,Male,4.05
G-103,10,4821,CoB (NBS),Samantha Khan,Female,4.19
G-103,7,778,CoB (NBS),Selina Loh,Female,3.91
G-103,7,40,LKCMedicine,Shiloh Lin,Female,4.05
G-103,5,4181,CoB (NBS),Simon Lee,Male,4.02
G-103,5,4559,EEE,Sofia Kim,Female,4.17
G-103,5,1847,CoE,Talha Iqbal,Male,4.11
G-103,10,2601,SSS,Tommy Wu,Male,4.22
G-103,8,344,CEE,Tyler Hall,Male,4.11
G-103,8,4809,EEE,Vikram Singh,Male,4.13
G-103,8,3932,WKW SCI,Vy Nguyen,Male,4.11
G-103,8,4427,EEE,Willow Wong,Female,4.19
G-103,2,1787,CEE,Xiao Wei Tan,Male,3.95
G-103,2,4837,SBS,Yuna Wong,Female,4.07
G-103,9,2302,CEE,Yvonne Ng,Female,3.8
G-103,2,2189,CoB (NBS),Zachary Lee,Male,4.11
G-104,2,2204,EEE,Anaya Singh,Female,4.0
G-104,1,1395,SoH,Anil Reddy,Male,4.14
G-104,6,4039,CCDS,Anita Lim,Female,4.06
G-104,10,4001,SoH,Ashna Mehta,Female,4.06
G-104,9,4349,WKW SCI,Benjamin Huang,Male,4.11
G-104,4,90,ASE,Chandra Menon,Male,4.03
G-104,1,2233,SBS,Chloe Scott,Female,3.85
G-104,3,2653,CCDS,Chloe Tan,Female,4.17
G-104,9,2556,MAE,Chloe Wu,Female,4.03
G-104,5,1446,NIE,Dahlia Chen,Female,4.04
G-104,7,759,CCDS,Daniel Adams,Male,4.05
G-104,2,3595,NIE,Eamon Liu,Male,4.16
G-104,1,5905,CCDS,Emi Yamashita,Female,4.22
G-104,6,5684,SoH,Emily Johnson,Female,4.03
G-104,10,4894,CCDS,Fitri Binti Mohd,Female,4.0
G-104,8,3268,CoB (NBS),Gideon Torres,Male,4.04
G-104,3,5570,SPMS,Gideon Zhang,Male,4.01
G-104,5,82,SSS,Giselle Wu,Female,4.14
G-104,3,2932,SSS,Gracelyn Dela Cruz,Female,3.96
G-104,2,4187,SBS,Isha Verma,Female,4.03
G-104,2,5596,CCDS,Jason Tan,Male,4.16
G-104,6,1542,WKW SCI,John Lim,Male,3.95
G-104,3,2962,CoE,Jun Zhang,Male,4.19
G-104,5,5540,EEE,Kamran Farooq,Male,4.01
G-104,10,4664,CoE,Lance Alvarado,Male,4.04
G-104,1,3873,CoB (NBS),Leo Pranata,Male,4.2
G-104,1,1950,MAE,Lila Wu,Female,4.06
G-104,2,5263,CoB (NBS),Lily Ong,Female,3.93
G-104,3,5962,CoB (NBS),Madison Scott,Female,3.92
G-104,6,5685,CCEB,Maya Rahman,Female,4.06
G-104,10,2898,SSS,Nancy Yeo,Female,4.08
G-104,8,3050,CCEB,Nia Wong,Female,3.95
G-104,4,3937,SSS,Nisha Yadav,Female,4.18
G-104,4,1375,CEE,Pallavi Mehta,Female,4.09
G-104,5,238,CCEB,Prashant Joshi,Male,4.03
G-104,7,2622,EEE,Priya Roy,Female,4.11
G-104,8,4988,CCDS,Rafael Wong,Male,4.11
G-104,6,1891,MAE,Ryder Ward,Male,4.15
G-104,8,2273,SSS,Samantha Ong,Female,4.1
G-104,7,832,SPMS,Sarah Liu,Female,4.09
G-104,4,3665,CCDS,Shahid Ali,Male,4.11
G-104,8,1600,WKW SCI,Sophia Taylor,Female,4.06
G-104,4,3080,NIE,Tara Wati,Female,3.85
G-104,5,1649,MAE,Vera Ong,Female,4.09
G-104,10,33,ASE,Waleed Malik,Male,4.15
G-104,9,3335,EEE,William Yip,Male,4.22
G-104,9,5020,NIE,Xena Reed,Female,4.11
G-104,9,4403,EEE,Ying Zhang,Female,4.18
G-104,7,2562,SoH,Zainab Noor,Female,4.0
G-104,7,5317,CoB (NBS),Zhen Zhang,Male,4.06
G-105,1,2732,SSS,Addison Lin,Female,4.02
G-105,3,5909,SSS,Aditi Kumar,Female,4.01
G-105,4,4744,CCDS,Alyssa Tan,Female,4.1
G-105,2,1564,EEE,Amina Binti Zain,Female,4.15
G-105,1,1490,EEE,Amit Agarwal,Male,4.15
G-105,6,463,MAE,Arjun Nair,Male,3.92
G-105,5,5816,CCDS,Bennett Liu,Male,4.14
G-105,9,5339,SoH,Callum Williams,Male,4.19
G-105,8,4364,MAE,Charlotte Gonzalez,Female,4.22
G-105,10,1550,CEE,Chen Bo,Male,4.17
G-105,10,4431,SBS,Chen Li,Female,4.12
G-105,7,28,CoB (NBS),Claudia Tan,Female,4.09
G-105,5,3970,CoB (NBS),Cora Zhang,Female,4.15
G-105,2,1789,NIE,Dallas Liu,Male,4.05
G-105,3,1927,MSE,Dao Tran,Male,4.15
G-105,5,2728,EEE,Daphne Li,Female,4.26
G-105,5,1529,CCDS,Devansh Mehta,Male,4.0
G-105,8,401,CoB (NBS),Haruki Suzuki,Male,4.01
G-105,8,5003,CCDS,Imran Bin Zahid,Male,4.3
G-105,8,1803,EEE,Isabella Rodriguez,Female,3.86
G-105,4,5950,CEE,James Jackson,Male,4.09
G-105,4,1007,CoB (NBS),Jonathan Wu,Male,4.09
G-105,4,5218,MAE,Julia Tan,Female,4.04
G-105,4,4869,SPMS,Kiran Rao,Male,4.15
G-105,3,2913,SoH,Kunal Mehta,Male,4.12
G-105,3,4510,SBS,Kylie Zhang,Female,4.04
G-105,3,1043,MAE,Logan Martin,Male,4.12
G-105,10,3728,MAE,Lola Zhang,Female,4.22
G-105,10,2392,SoH,Max Johnson,Male,4.21
G-105,10,333,CCDS,Maya Torres,Female,3.92
G-105,9,1141,SSS,Mei Chen,Female,4.02
G-105,9,5355,CoB (NBS),Nicolas Ramos,Male,4.14
G-105,6,951,SSS,Nisha Bansal,Female,4.15
G-105,5,5029,WKW SCI,Olivia Miller,Female,3.87
G-105,7,3108,SSS,Pallavi Kumar,Female,4.1
G-105,6,4758,CoB (NBS),Ping An,Female,4.1
G-105,6,5770,NIE,Qiana Lestari,Female,4.25
G-105,7,800,CoE,Ricky Chen,Male,4.09
G-105,6,1974,CEE,Ronald Tan,Male,4.05
G-105,8,3668,ADM,Saad Javed,Male,4.15
G-105,9,4589,CCEB,Sabrina Zhao,Female,4.11
G-105,7,5797,MAE,Shahid Raza,Male,4.02
G-105,2,4188,SSS,Sophie Reed,Female,4.23
G-105,7,3415,CCDS,Tatum Roberts,Female,4.06
G-105,2,2161,EEE,Tessa Li,Female,4.14
G-105,2,2010,CEE,Trung Le,Male,4.06
G-105,1,500,CoB (NBS),Vincent Wong,Male,4.01
G-105,1,3345,CCEB,Vira Dwi,Female,3.8
G-105,1,5377,CCDS,Yang Jun,Male,4.17
G-105,9,5565,ASE,Yumi Tanaka,Female,4.03
G-106,8,5676,EEE,Akemi Takahashi,Female,4.12
G-106,6,4732,EEE,Albert Wang,Male,4.01
G-106,7,3583,CCEB,Aria Lee,Female,3.88
G-106,10,3654,CCDS,Aria Tan,Female,4.04
G-106,3,4934,CCEB,Arya Kapoor,Female,3.97
G-106,1,5657,SPMS,Charlotte Harris,Female,4.02
G-106,2,1415,NIE,Cleo Morales,Female,4.02
G-106,5,3686,EEE,Cole Huang,Male,4.19
G-106,4,330,EEE,Dylan Li,Male,3.9
G-106,9,1168,NIE,Eun-Hee Kim,Female,4.14
G-106,1,113,MAE,Fahad Ali,Male,4.19
G-106,9,1785,MAE,Gabriella Dela Cruz,Female,4.01
G-106,9,3471,CCEB,Gandhi Saputra,Male,3.95
G-106,2,1888,CoE,Guofeng,Female,4.15
G-106,2,2147,WKW SCI,Hafiz Ahmad,Male,4.14
G-106,9,3551,EEE,Harrison Moore,Male,4.19
G-106,3,2385,ADM,Hoang Nguyen,Male,4.02
G-106,2,5089,MAE,Isla Lee,Female,4.15
G-106,2,4581,SPMS,Jai Mehta,Male,4.0
G-106,9,930,CoE,Jason Robinson,Male,4.52
G-106,4,3330,SSS,Jingyi,Female,4.15
G-106,1,5885,EEE,Jun Liu,Female,3.9
G-106,1,4387,CCEB,Kathy Tan,Female,4.05
G-106,3,1929,EEE,Kavitha Tan,Female,4.3
G-106,3,2713,MAE,Kevin Wang,Male,4.09
G-106,7,5093,MAE,Megan Zhao,Female,4.01
G-106,5,623,CoB (NBS),Minghao,Female,4.0
G-106,1,2588,SoH,Mira Binti Zaki,Female,4.2
G-106,3,5670,SoH,Miyu Nishimura,Female,4.06
G-106,4,5088,CCEB,Neelam Rani,Female,3.95
G-106,4,1580,WKW SCI,Nikhil Sharma,Male,4.11
G-106,6,164,LKCMedicine,Nisha Verma,Female,4.18
G-106,7,2112,SoH,Noah Morris,Male,4.11
G-106,7,4438,EEE,Noel Pineda,Male,4.19
G-106,4,1294,MAE,Nolan Reyes,Male,4.16
G-106,7,4317,CoB (NBS),Oliver Martinez,Male,4.12
G-106,10,3054,CCEB,Om Tan,Male,4.15
G-106,8,2144,CoE,Oscar Villanueva,Male,4.19
G-106,8,3001,CCDS,Piper Chen,Female,4.15
G-106,8,1002,CCEB,Priya Nair,Female,4.12
G-106,5,5898,CCEB,Quinn Larson,Female,4.12
G-106,5,4783,MAE,Rahul Mehta,Male,4.08
G-106,5,4201,SPMS,Reyansh Iyer,Male,4.14
G-106,10,5983,SPMS,Sergei Ivanovich,Male,4.0
G-106,10,1730,CoB (NBS),Siddharth Gupta,Male,4.14
G-106,10,850,CCDS,Sienna Lee,Female,3.88
G-106,6,1470,CCEB,Tania Ng,Female,4.15
G-106,8,3008,CCDS,Thomas Harris,Male,3.95
G-106,6,4753,EEE,Zara Malik,Female,3.9
G-106,6,2370,MAE,Zedrick Ong,Male,4.05
G-107,8,992,SSS,Amara Siti,Female,4.03
G-107,9,4621,SPMS,Amelia Lewis,Female,4.22
G-107,6,149,MAE,Ananya Roy,Female,4.08
G-107,10,1979,NIE,Archer Powell,Male,4.12
G-107,4,4572,EEE,Arjun Sinha,Male,4.09
G-107,7,754,MAE,Bria Tsai,Female,4.23
G-107,9,5767,EEE,Carter Hall,Male,4.14
G-107,1,2445,SPMS,Chad Dela Cruz,Male,4.02
G-107,10,2012,SSS,Charu Iyer,Female,3.92
G-107,3,5790,CCEB,Cheryl Ong,Female,4.0
G-107,2,4074,CEE,Daniel Tan,Male,4.0
G-107,8,4677,NIE,Emery Wu,Male,4.1
G-107,5,2715,MAE,Harvey Lim,Male,3.88
G-107,5,2877,CCDS,Hayden Wu,Female,4.12
G-107,9,2196,SBS,Jia Li,Female,4.03
G-107,9,4716,MAE,Joko Susanto,Male,3.9
G-107,5,180,CEE,Kai Qiang,Male,4.04
G-107,5,3973,WKW SCI,Karan Patel,Male,4.14
G-107,4,768,CoB (NBS),Kavita Singh,Female,3.89
G-107,9,3344,CCDS,Lana Tan,Female,4.0
G-107,7,5645,CCEB,Le Van Minh,Female,4.02
G-107,1,2292,CEE,Lily Lim,Female,4.19
G-107,7,5804,SPMS,Liu Yang,Male,4.16
G-107,10,2475,SPMS,Madison Torres,Female,4.12
G-107,7,2334,EEE,Meera Gupta,Female,4.04
G-107,6,5132,ASE,Min-Jung Kim,Female,3.85
G-107,3,112,CoB (NBS),Misha Malik,Female,4.14
G-107,1,2471,CCDS,Nguyen Thi Hoa,Female,3.87
G-107,2,937,ASE,Nina Binti Noor,Female,3.86
G-107,2,4749,WKW SCI,Nina Zhao,Female,4.15
G-107,3,2916,SSS,Omar Rivera,Male,4.12
G-107,2,5335,SPMS,Qiang Zhang,Male,4.2
G-107,4,598,MSE,Riana Binti Abdul,Female,4.25
